stem,stem_translit
srū,slwb'
nīd,DḆLWNt͟
šahr,štr'y
dēwār,dywdʾl
pahikar,ptkʾl
nigārd,kʾlt'
asmān,ʾsmʾny
spihr,sp̄'yhl
čahār,3
tanīgardīg,tn'ykrtyk
tōf,twp'
uspurrīgīhist,ʾwsp̄wlykyhst'
rāg,lʾk
rāg,lʾk'
niyāzīhist,nydʾc'yhst'
bay,bk'
frasp,plsp̄'
anāhīd,ʾnʾhyt'
nigār,knʾl
mōy,mwḏ
pay,pʾdy
nēm,PRG
mādag,mʾt'k
blagm,ḇlgm
xwēd,hwyt'
gōn,gwn'
zahr,zhl
trufš,wtlwpš
spul,sp̄wl
āmēz,ʾm
ayārd,ʾyʾlt
kōb,kwp'
suš,ʾywš
gōhrēn,gwhʾlyn
zahr,zh
tēz,tyc'
bāstān,bʾstʾn
spul,sp̄whl
afsānīh,ʾp̄sʾnyh
pas az ēn,AHL MN ẔNE
passāxt,psʾht''
būd,bwd
zāy,Y̱LYDN
hutuxš,hwthš
šharyār,štrydʾl
pēš,pyšk
grīw,glyw'd
āmēxt,ʾmyht
awzār,ʾwzwʾlʾ
taz,tcʾ
freh,plʾh
dam,gwb
xunak,hwn
